0.0000	0.0000	
0.0133	0.0000	
0.0266	0.0000	
0.0399	0.0000	
0.0532	0.0000	
0.0665	0.0000	
0.0798	0.0000	
0.0931	0.0000	
0.1064	0.0000	
0.1197	0.0000	
0.1330	0.0000	
0.1463	0.0000	
0.1596	0.0000	
0.1729	0.0000	
0.1862	0.0000	
0.1995	0.0000	
0.2128	0.0000	
0.2261	0.0000	
0.2394	0.0000	
0.2527	0.0000	
0.2660	0.0000	
0.2793	0.0000	
0.2926	0.0000	
0.3059	0.0000	
0.3192	0.0000	
0.3325	0.0000	
0.3458	0.0000	
0.3591	0.0000	
0.3724	0.0000	
0.3857	0.0000	
0.3990	0.0000	
0.4123	0.0000	
0.4256	0.0000	
0.4389	0.0000	
0.4522	0.0000	
0.4655	0.0000	
0.4788	0.0000	
0.4921	0.0000	
0.5054	0.0000	
0.5187	0.0000	
0.5320	0.0000	
0.5453	0.0000	
0.5586	0.0000	
0.5719	0.0000	
0.5852	0.0000	
0.5985	0.0000	
0.6118	0.0000	
0.6251	0.0000	
0.6384	0.0000	
0.6517	0.0000	
0.6650	0.0000	
0.6783	0.0000	
0.6916	0.0000	
0.7049	0.0000	
0.7182	0.0000	
0.7315	0.0000	
0.7448	0.0000	
0.7581	0.0000	
0.7714	0.0000	
0.7847	0.0000	
0.7980	0.0000	
0.8113	0.0000	
0.8246	0.0000	
0.8379	0.0000	
0.8512	0.0000	
0.8645	0.0000	
0.8778	0.0000	
0.8911	0.0000	
0.9044	0.0000	
0.9177	0.0000	
0.9310	0.0000	
0.9443	0.0000	
0.9576	0.0000	
0.9709	0.0000	
0.9842	0.0000	
0.9975	0.0000	
1.0108	0.0000	
1.0241	0.0000	
1.0374	0.0000	
1.0507	0.0000	
1.0640	0.0000	
1.0773	0.0000	
1.0906	0.0000	
1.1039	0.0000	
1.1172	0.0000	
1.1305	0.0000	
1.1438	0.0000	
1.1571	0.0000	
1.1704	0.0000	
1.1837	0.0000	
1.1970	0.0000	
1.2103	0.0000	
1.2236	0.0000	
1.2369	0.0000	
1.2502	0.0001	
1.2635	0.0001	
1.2768	0.0002	
1.2901	0.0002	
1.3034	0.0002	
1.3167	0.0003	
1.3300	0.0005	
1.3433	0.0008	
1.3566	0.0005	
1.3699	0.0012	
1.3832	0.0013	
1.3965	0.0018	
1.4098	0.0022	
1.4231	0.0027	
1.4364	0.0026	
1.4497	0.0029	
1.4630	0.0032	
1.4763	0.0035	
1.4896	0.0039	
1.5029	0.0051	
1.5162	0.0073	
1.5295	0.0090	
1.5428	0.0115	
1.5561	0.0176	
1.5694	0.0267	
1.5827	0.0381	
1.5960	0.0504	
1.6093	0.0663	
1.6226	0.0818	
1.6359	0.0919	
1.6492	0.1022	
1.6625	0.1008	
1.6758	0.0964	
1.6891	0.0867	
1.7024	0.0662	
1.7157	0.0484	
1.7290	0.0298	
1.7423	0.0175	
1.7556	0.0096	
1.7689	0.0044	
1.7822	0.0020	
1.7955	0.0012	
1.8088	0.0004	
1.8221	0.0002	
1.8354	0.0000	
1.8487	0.0001	
1.8620	0.0001	
1.8753	0.0001	
1.8886	0.0000	
1.9019	0.0000	
1.9152	0.0000	
1.9285	0.0000	
1.9418	0.0000	
1.9551	0.0000	
1.9684	0.0000	
1.9817	0.0000	
