1.000  1.000  25.820
1.000  2.000  25.730
1.000  3.000  25.590
1.000  4.000  25.590
1.000  5.000  25.680
1.000  6.000  25.770
1.000  7.000  25.730
1.000  8.000  25.680
1.000  9.000  25.590
1.000  10.000  25.590
1.000  11.000  25.590
1.000  12.000  25.590
1.000  13.000  25.680
1.000  14.000  25.680
1.000  15.000  25.680
1.000  16.000  25.730
1.000  17.000  25.730
1.000  18.000  25.730
1.000  19.000  25.730
1.000  20.000  25.730
1.000  21.000  25.730
1.000  22.000  25.770
1.000  23.000  25.770
1.000  24.000  25.680
1.000  25.000  25.730
1.000  26.000  25.590
1.000  27.000  25.680
1.000  28.000  25.540
1.000  29.000  25.540
1.000  30.000  25.500
1.000  31.000  25.540
1.000  32.000  25.540
1.000  33.000  25.680
1.000  34.000  25.590
1.000  35.000  25.680
1.000  36.000  25.590
1.000  37.000  25.680
1.000  38.000  25.730
1.000  39.000  25.680
1.000  40.000  25.540
1.000  41.000  25.590
1.000  42.000  25.540
1.000  43.000  25.540
1.000  44.000  25.540
1.000  45.000  25.540
1.000  46.000  25.450
1.000  47.000  25.540
1.000  48.000  25.590
1.000  49.000  25.590
1.000  50.000  25.820
1.000  51.000  25.770
1.000  52.000  25.820
1.000  53.000  25.960
1.000  54.000  25.680
1.000  55.000  25.450
1.000  56.000  25.310
1.000  57.000  25.310
1.000  58.000  25.310
1.000  59.000  25.450
1.000  60.000  25.680
1.000  61.000  25.730
1.000  62.000  25.680
1.000  63.000  25.770
1.000  64.000  25.730
1.000  65.000  25.730
1.000  66.000  25.820
1.000  67.000  25.820
1.000  68.000  25.870
1.000  69.000  25.770
1.000  70.000  25.500
1.000  71.000  25.680
1.000  72.000  25.680
1.000  73.000  25.680
1.000  74.000  25.680
1.000  75.000  25.500
1.000  76.000  25.450
1.000  77.000  25.540
1.000  78.000  25.540
1.000  79.000  25.450
1.000  80.000  25.450
1.000  81.000  25.540
1.000  82.000  25.500
1.000  83.000  25.310
1.000  84.000  25.310
1.000  85.000  25.360
1.000  86.000  25.450
1.000  87.000  25.360
1.000  88.000  25.360
1.000  89.000  25.500
1.000  90.000  25.450
1.000  91.000  25.500
1.000  92.000  25.450
1.000  93.000  25.500
1.000  94.000  25.540
1.000  95.000  25.590
1.000  96.000  25.590
1.000  97.000  25.540
1.000  98.000  25.540
1.000  99.000  25.360
1.000  100.000  25.450
1.000  101.000  25.500
1.000  102.000  25.360
1.000  103.000  25.360
1.000  104.000  25.310
1.000  105.000  25.450
1.000  106.000  25.450
1.000  107.000  25.500
1.000  108.000  25.360
1.000  109.000  25.450
1.000  110.000  25.500
1.000  111.000  25.500
1.000  112.000  25.540
1.000  113.000  25.540
1.000  114.000  25.590
1.000  115.000  25.540
1.000  116.000  25.500
1.000  117.000  25.450
1.000  118.000  25.360
1.000  119.000  25.450
1.000  120.000  25.540
1.000  121.000  25.590
1.000  122.000  25.540
1.000  123.000  25.590
1.000  124.000  25.590
1.000  125.000  25.680
1.000  126.000  25.680
1.000  127.000  25.590
1.000  128.000  25.590
1.000  129.000  25.500
1.000  130.000  25.500
1.000  131.000  25.450
1.000  132.000  25.360
1.000  133.000  25.310
1.000  134.000  25.360
1.000  135.000  25.680
1.000  136.000  25.590
1.000  137.000  25.590
1.000  138.000  25.540
1.000  139.000  25.540
1.000  140.000  25.540
1.000  141.000  25.540
1.000  142.000  25.590
1.000  143.000  25.730
1.000  144.000  25.680
1.000  145.000  25.730
1.000  146.000  25.730
1.000  147.000  25.770
1.000  148.000  25.820
1.000  149.000  25.960
1.000  150.000  25.960
1.000  151.000  25.960
1.000  152.000  25.820
1.000  153.000  25.770
1.000  154.000  25.820
1.000  155.000  25.770
1.000  156.000  25.730
1.000  157.000  25.590
1.000  158.000  25.680
1.000  159.000  25.590
1.000  160.000  25.680
1.000  161.000  25.820
1.000  162.000  25.820
1.000  163.000  25.960
1.000  164.000  25.770
1.000  165.000  25.820
1.000  166.000  25.770
1.000  167.000  25.820
1.000  168.000  25.870
1.000  169.000  25.870
1.000  170.000  25.770
1.000  171.000  25.680
1.000  172.000  25.680
1.000  173.000  25.770
1.000  174.000  25.730
1.000  175.000  25.960
1.000  176.000  26.090
1.000  177.000  26.280
1.000  178.000  26.230
1.000  179.000  26.140
1.000  180.000  26.280
1.000  181.000  26.140
1.000  182.000  26.230
1.000  183.000  26.000
1.000  184.000  26.090
1.000  185.000  26.140
1.000  186.000  25.960
1.000  187.000  25.870
1.000  188.000  25.870
1.000  189.000  26.050
1.000  190.000  26.050
1.000  191.000  26.140
1.000  192.000  26.230
1.000  193.000  26.230
1.000  194.000  26.090
